timestamp,level,cmdb_id,failure_type,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,Top16,Top17,Top18,Top19,Top20,Top21,Top22,Top23,Top24,Top25,Top26,Top27,Top28,Top29,Top30,Top31,Top32,Top33,Top34,Top35,Top36,Top37,Top38,Top39,Top40,Top41,Top42,Top43,Top44,Top45,Top46
1651877333,pod,currencyservice-0,Kubernetes Container CPU Load,adservice2-0:0.5982761795755093,cartservice-0:0.5249643503475855,currencyservice2-0:0.5118588574002894,productcatalogservice2-0:0.48003231482028363,checkoutservice-1:0.47962352691318905,checkoutservice2-0:0.43570107804613706,cartservice-1:0.39708182375155315,recommendationservice2-0:0.39692600024060365,cartservice2-0:0.39514169827270895,shippingservice2-0:0.384732565175196,emailservice2-0:0.37707410623259435,currencyservice-1:0.37369985906920933,checkoutservice-2:0.3721508686739953,productcatalogservice-2:0.364993675675352,cartservice-2:0.36485964558230943,adservice-0:0.3613733472645328,adservice-1:0.36066258472612894,currencyservice-0:0.3606564300193846,currencyservice-2:0.35554370672649266,paymentservice2-0:0.3539162370206508,adservice-2:0.33904579673144536,checkoutservice-0:0.3307150484370686,emailservice-2:0.32624104763137335,productcatalogservice-1:0.30946986070227805,frontend2-0:0.3035048612631877,shippingservice-2:0.3017865076717892,productcatalogservice-0:0.30068703347005005,shippingservice-0:0.2877460935636987,shippingservice-1:0.27030317425076605,frontend-2:0.236414104846043,recommendationservice-2:0.233368462089842,emailservice-0:0.22641153151044133,paymentservice-2:0.226228921061677,recommendationservice-1:0.2135500294399633,recommendationservice-0:0.2026665952878325,emailservice-1:0.20252000877468226,paymentservice-0:0.17383683223138635,paymentservice-1:0.17059136155829277,frontend-1:0.11686203562929288,frontend-0:0.10017995282367816,node-3:0.07165825534118646,node-5:0.06061857511514113,node-6:0.03928397822213817,node-4:0.037614729716519794,node-2:0.019700318053075483,node-1:0.016226399852793998
1651880837,service,productcatalogservice,Kubernetes Container Network Latency,productcatalogservice-2:0.9344381078732699,productcatalogservice-1:0.9278310695407038,productcatalogservice-0:0.832530506221493,emailservice-2:0.8229378903214645,emailservice-1:0.7287299207464132,checkoutservice-1:0.7162978388656165,emailservice-0:0.7000105386567533,paymentservice-2:0.647675749223129,shippingservice-0:0.6443898289424167,emailservice2-0:0.6431605227683473,checkoutservice-0:0.6153719636347318,checkoutservice-2:0.6070687473074972,shippingservice2-0:0.5866371621009704,cartservice-2:0.5588994837941493,currencyservice2-0:0.5587681465941366,paymentservice-1:0.5520300359578392,cartservice2-0:0.5483238260177697,recommendationservice2-0:0.5428060733070497,paymentservice2-0:0.5394668587868278,productcatalogservice2-0:0.5391378214163742,frontend-2:0.5279869569394174,frontend2-0:0.5181310278481447,checkoutservice2-0:0.512247350736284,frontend-1:0.5083265799568751,recommendationservice-0:0.5060764160545774,recommendationservice-2:0.5037066923766612,adservice-1:0.4771157081145283,recommendationservice-1:0.4638088334917642,adservice-2:0.4618191361061313,adservice2-0:0.45442436549654364,frontend-0:0.44038073979805076,paymentservice-0:0.4010705671768719,currencyservice-2:0.3959571558568846,currencyservice-1:0.3721468284035083,shippingservice-1:0.36273092470744245,adservice-0:0.3494372343243732,shippingservice-2:0.3179950269196523,cartservice-1:0.293478844285745,cartservice-0:0.2791453794859638,currencyservice-0:0.26666625682087647,node-5:0.012887731823832418,node-6:0.01033694198296939,node-4:0.007340108735134364,node-2:0.0035279582082983455,node-1:0.0027424329336990256,node-3:0.002736607510925152
1651884469,pod,emailservice-1,Kubernetes Container Network Packet Loss,shippingservice-2:0.4289004071456852,emailservice2-0:0.4106965404112947,checkoutservice2-0:0.35559575376990543,productcatalogservice-0:0.34854667836405134,adservice2-0:0.32516999875110436,checkoutservice-0:0.3130779202912924,emailservice-1:0.2976622747727509,emailservice-0:0.29394703162637714,checkoutservice-2:0.2902443544049072,cartservice-2:0.27286188834953995,cartservice2-0:0.2721204828744133,adservice-0:0.2709250639743443,currencyservice-1:0.26969225523088847,productcatalogservice-2:0.26886530796215075,paymentservice2-0:0.25734439152210503,shippingservice2-0:0.25355456840690743,emailservice-2:0.2519980286486912,adservice-1:0.2463878185452892,currencyservice-2:0.2460001309098343,recommendationservice-2:0.24592148045919573,shippingservice-0:0.2435633300295382,recommendationservice-1:0.23961198411521475,checkoutservice-1:0.23153572238525924,productcatalogservice2-0:0.22928077266517308,productcatalogservice-1:0.21341447205761563,frontend-1:0.20308455963443806,shippingservice-1:0.2015184737081707,frontend2-0:0.1955138032560717,paymentservice-1:0.18832905795508112,cartservice-0:0.18405478157836344,adservice-2:0.17203423613485547,currencyservice2-0:0.16984222029253163,frontend-0:0.16202447093373487,paymentservice-2:0.15173058585535082,recommendationservice2-0:0.1457142741930966,currencyservice-0:0.131534661059175,cartservice-1:0.13024841563804987,recommendationservice-0:0.10729638288691949,frontend-2:0.09906765268669793,paymentservice-0:0.09315942920751726,node-3:0.039125146393326225,node-2:0.037692914665511605,node-5:0.025469880387385204,node-6:0.023301492901642133,node-4:0.022628257084169264,node-1:0.019297588956177673
1651885258,node,node-6,Node Disk Space Consumption,node-5:0.32524759438041795,node-6:0.3216607584185496,node-4:0.29973262360494995,node-3:0.2970577547665411,frontend2-0:0.27007493012323064,node-2:0.2647816645174834,paymentservice2-0:0.26117398869970015,emailservice-2:0.2389599682938666,node-1:0.23804618171078973,checkoutservice2-0:0.2334128625999784,shippingservice2-0:0.21754402610474752,frontend-2:0.1916678768779898,checkoutservice-2:0.18423397132709998,checkoutservice-1:0.1775021955532737,shippingservice-0:0.15390322801401488,frontend-0:0.14139389641634106,currencyservice-0:0.13910641324393422,frontend-1:0.13854764107851655,cartservice-0:0.1353473182177951,shippingservice-2:0.13082050596393385,emailservice2-0:0.1299753986478908,checkoutservice-0:0.12457932250689897,shippingservice-1:0.12409337536621264,currencyservice-1:0.11614188992579244,currencyservice2-0:0.11455442506641571,productcatalogservice-2:0.11106454295320439,adservice-1:0.10551265267369621,adservice2-0:0.10219552071518255,adservice-0:0.09989272692253555,recommendationservice2-0:0.09727203212145007,cartservice-1:0.09192774566516655,currencyservice-2:0.08681094674318314,emailservice-1:0.0864514839319197,recommendationservice-0:0.08644950147679677,productcatalogservice2-0:0.08062193156500924,productcatalogservice-1:0.08008753771150347,cartservice2-0:0.07569015219698272,adservice-2:0.06887724343970515,paymentservice-2:0.06822100032481238,paymentservice-0:0.06479868256361423,cartservice-2:0.06223298459164588,recommendationservice-2:0.06151849294411149,productcatalogservice-0:0.05540671691786949,paymentservice-1:0.05533648758240026,recommendationservice-1:0.05263895742406353,emailservice-0:0.03490629964765665
1651885771,service,cartservice,Kubernetes Container Network Latency,frontend2-0:0.5512747524455865,productcatalogservice-0:0.5452241156345495,productcatalogservice-1:0.5388169235848448,frontend-2:0.5205519611191203,emailservice-1:0.5082881294488123,frontend-1:0.5023219729101085,frontend-0:0.49398902683666623,cartservice-0:0.48624879075546784,checkoutservice-1:0.4820804843503545,cartservice-2:0.4819359978251699,cartservice-1:0.4801599449894774,productcatalogservice2-0:0.4694376721782829,cartservice2-0:0.45785628873226286,shippingservice-1:0.42234141230150923,productcatalogservice-2:0.4076617239852569,checkoutservice-0:0.3881139338814557,checkoutservice-2:0.3490683287585794,emailservice2-0:0.3181621509551194,shippingservice2-0:0.3071603063819493,currencyservice-2:0.3022587496671434,adservice2-0:0.28759094510736594,currencyservice-1:0.26600844341920815,paymentservice2-0:0.26583745217425353,shippingservice-0:0.24903008933759777,paymentservice-2:0.24894536320087443,checkoutservice2-0:0.24864699769994156,shippingservice-2:0.2249174417279416,emailservice-2:0.21095857102296636,currencyservice-0:0.15831248182105004,node-2:0.1485336511269559,node-6:0.14768297575721473,adservice-0:0.1323533290972372,node-4:0.1256485684216981,adservice-2:0.12073180096731502,node-3:0.11182643050462478,adservice-1:0.09794007361032987,recommendationservice2-0:0.08652673628129644,node-5:0.08571995614769791,recommendationservice-2:0.08438835576081159,currencyservice2-0:0.08391688039781076,recommendationservice-0:0.08292341075319232,paymentservice-0:0.07964885930162681,recommendationservice-1:0.07856548269006979,paymentservice-1:0.0695797456914563,emailservice-0:0.06879308314806167,node-1:0.04515184040970399
1651889566,service,recommendationservice,Kubernetes Container Memory Load,recommendationservice-1:0.5723336572816976,recommendationservice2-0:0.48251865426061474,recommendationservice-0:0.4708796832446967,recommendationservice-2:0.47070742825618367,productcatalogservice-0:0.41031609117418877,productcatalogservice-1:0.40049595009690114,adservice-2:0.3830049866406657,currencyservice-0:0.3740771611625993,frontend2-0:0.37095036478505755,checkoutservice-0:0.3661387533568654,checkoutservice-1:0.3591459104169876,currencyservice-1:0.3529544446827085,paymentservice2-0:0.34688845136076707,productcatalogservice2-0:0.3415694302847247,currencyservice2-0:0.33431815009483185,shippingservice-0:0.33393489369515966,shippingservice2-0:0.3201080651420795,adservice2-0:0.3078834418668353,productcatalogservice-2:0.3061251234914938,cartservice-0:0.2958223502445278,frontend-1:0.29526708207979907,frontend-2:0.29504426499451514,cartservice2-0:0.2938803134041136,adservice-0:0.26522552874593414,cartservice-2:0.2610335459204223,frontend-0:0.2518229510822134,currencyservice-2:0.23679641204226887,shippingservice-1:0.22298683205447378,checkoutservice-2:0.20383863633022578,shippingservice-2:0.18917264890866492,cartservice-1:0.1752092056629815,emailservice-2:0.1618536873594232,emailservice-0:0.13456438789485956,emailservice2-0:0.13120434438625242,checkoutservice2-0:0.12123912443951602,adservice-1:0.11291165849515451,paymentservice-2:0.06581578868507104,paymentservice-0:0.0565712787091604,node-6:0.055248913231420414,node-1:0.04962610432897005,node-4:0.04824416623777875,node-2:0.047191677987996665,emailservice-1:0.04114927054519312,paymentservice-1:0.03663987225362536,node-5:0.024613443888121114,node-3:0.015691442731761495
1651891523,service,recommendationservice,Kubernetes Container Write I/O Load,recommendationservice-1:0.7604511987822208,recommendationservice-2:0.7459562404214322,recommendationservice-0:0.7379741707887281,recommendationservice2-0:0.699953442421099,currencyservice-0:0.43576811028307305,currencyservice2-0:0.4334790552387137,frontend-2:0.4122341182186275,shippingservice-1:0.40215532460000364,currencyservice-2:0.3676451932407476,productcatalogservice2-0:0.3629808830339165,productcatalogservice-1:0.34387363406398075,adservice-0:0.3323024137254195,productcatalogservice-2:0.3226376306702794,checkoutservice-2:0.32042796832753556,adservice-2:0.31894194919249996,emailservice-0:0.3169947733259589,emailservice-1:0.3097904644742815,frontend2-0:0.29514775765306955,emailservice2-0:0.29339914594212063,shippingservice-2:0.29070963121277427,shippingservice-0:0.28932571976407384,emailservice-2:0.2732370792270386,checkoutservice-1:0.26480821753790357,checkoutservice2-0:0.2645577641029759,cartservice-1:0.26055052674977514,adservice-1:0.2332630171589506,node-5:0.23063503774517943,cartservice-0:0.22757575932988028,checkoutservice-0:0.2161875270313013,productcatalogservice-0:0.21470016486862356,frontend-1:0.20044545351238452,frontend-0:0.1948642765985329,paymentservice2-0:0.17882006682490317,shippingservice2-0:0.166788973793453,cartservice-2:0.1507885860518071,paymentservice-2:0.14858426877193093,adservice2-0:0.1470633887890227,paymentservice-1:0.14381850086848774,currencyservice-1:0.14355707800880904,cartservice2-0:0.14187967777057595,node-2:0.12800184196607312,node-1:0.10124910056722557,node-3:0.09780105917839654,node-4:0.0878684802113151,paymentservice-0:0.08762759108809064,node-6:0.033130943556069235
1651891895,node,node-4,Node CPU Spiking,checkoutservice-2:0.37331995528999484,frontend-1:0.3281324953747468,productcatalogservice2-0:0.31298860356185026,recommendationservice-0:0.29424113639802035,shippingservice-2:0.29371473294708156,paymentservice2-0:0.2900946257226245,checkoutservice-1:0.28895934221916214,recommendationservice-1:0.28615475994153045,recommendationservice-2:0.2853398733042889,shippingservice-0:0.2739254429786391,currencyservice-1:0.26153012428844097,emailservice-1:0.25388561898122297,productcatalogservice-1:0.25317945784494905,adservice-0:0.2485520589043598,currencyservice-2:0.24713138540400778,cartservice-2:0.24434530807188112,currencyservice-0:0.24416491506987148,frontend-2:0.24399175096150705,recommendationservice2-0:0.23822135715536694,adservice-1:0.23798348113414666,cartservice-0:0.23787932810052115,productcatalogservice-2:0.23760010002692544,checkoutservice-0:0.23687179919044185,shippingservice-1:0.23630221899200987,frontend-0:0.23422642379297873,cartservice-1:0.226391823541467,adservice-2:0.22051126467514562,checkoutservice2-0:0.2200902318761523,node-4:0.20842540542383828,currencyservice2-0:0.20634422391913945,emailservice2-0:0.20130118963085,shippingservice2-0:0.19683408850015463,frontend2-0:0.19319923753145263,emailservice-0:0.19213203861575337,cartservice2-0:0.19123203275730916,node-1:0.17173728704502736,emailservice-2:0.1646107287870625,paymentservice-1:0.16348173862676216,paymentservice-0:0.1611859215730776,node-5:0.15753017656033078,productcatalogservice-0:0.15717269454709973,adservice2-0:0.1498053176538933,node-2:0.14595939529921914,node-3:0.12946099427880367,paymentservice-2:0.12745599360442286,node-6:0.09297165146748125
1651896807,node,node-6,Node Disk Read I/O Consumption,node-6:0.5432474993514756,node-4:0.43011830242317145,node-2:0.3752402170047567,node-3:0.29197286089125346,node-5:0.1765925946960246,node-1:0.17536240329365116,adservice2-0:0.13719834707806597,frontend2-0:0.11118548383898001,frontend-2:0.1095442712435251,adservice-1:0.10952825243823067,adservice-0:0.10947310869916431,frontend-1:0.09709904741613191,recommendationservice-2:0.09094208147159571,adservice-2:0.08874648175667059,productcatalogservice-0:0.08058005705245046,checkoutservice-1:0.08045263125276945,cartservice-2:0.07272366653958455,frontend-0:0.0716964865045832,shippingservice-2:0.07046436494804605,checkoutservice-0:0.06831135429661489,paymentservice-2:0.06650855596457364,cartservice2-0:0.06462242066159961,emailservice2-0:0.060834610532956336,shippingservice-0:0.05686763290008992,productcatalogservice-1:0.056031518406683745,productcatalogservice-2:0.05491267926545593,emailservice-2:0.054172177819603325,emailservice-1:0.05210276579504847,recommendationservice-0:0.05177532095712543,paymentservice-1:0.04935036181690989,currencyservice-2:0.04788282987269398,emailservice-0:0.04740562492839364,productcatalogservice2-0:0.04678024781653128,recommendationservice-1:0.045261002078026996,checkoutservice-2:0.04486585674572599,recommendationservice2-0:0.0448309657792551,shippingservice-1:0.04465681990469186,paymentservice-0:0.04388372119438915,cartservice-0:0.0419353093736774,shippingservice2-0:0.040767425852909676,currencyservice-1:0.04031385601756858,currencyservice-0:0.038855389335894594,checkoutservice2-0:0.03710065051569909,cartservice-1:0.03510703333279354,currencyservice2-0:0.025195284652545145,paymentservice2-0:0.022555015172900914
1651897275,service,currencyservice,Kubernetes Container Memory Load,currencyservice-0:0.6803072070085238,currencyservice-1:0.6651437374865659,currencyservice-2:0.6638276437214126,currencyservice2-0:0.6021716651643529,paymentservice-1:0.39766653143496383,cartservice-0:0.3792339011795453,adservice-1:0.3754621080428904,frontend-1:0.3671423530796887,cartservice-2:0.3608997726181693,paymentservice-2:0.345406216935565,cartservice2-0:0.34489603401696994,checkoutservice-0:0.3445407125200825,frontend2-0:0.3190359243461771,frontend-0:0.30031709364305786,cartservice-1:0.29772176310802173,adservice-2:0.29458839598839015,shippingservice2-0:0.2927059930834934,paymentservice-0:0.28329891785140027,checkoutservice-1:0.2756086090705991,checkoutservice-2:0.2685398367605729,adservice2-0:0.2661089071793072,emailservice-2:0.2625965256256378,frontend-2:0.25930709243877,shippingservice-0:0.2584347644339462,checkoutservice2-0:0.2554102799225975,shippingservice-1:0.24120675881539336,adservice-0:0.23879968101203755,shippingservice-2:0.18653415110628688,productcatalogservice2-0:0.17950640789281844,paymentservice2-0:0.16204905016082907,productcatalogservice-0:0.15226597024484936,emailservice-1:0.15094182185786442,productcatalogservice-2:0.13913999590662243,productcatalogservice-1:0.12326680341310507,emailservice2-0:0.12005872868216433,emailservice-0:0.11741125270743273,recommendationservice2-0:0.11355109181989788,recommendationservice-0:0.10415474281896343,recommendationservice-2:0.08865438685643252,recommendationservice-1:0.077926834887923,node-5:0.010699483537284386,node-3:0.0015011673583845556,node-6:0.0008670395920137357,node-4:0.00033529762457721875,node-1:5.079780253444774e-05,node-2:5.011968538076715e-05
1651899367,pod,recommendationservice-1,Kubernetes Container CPU Load,checkoutservice-2:0.52902200968711,recommendationservice-1:0.5264180271587523,checkoutservice2-0:0.48711440263270744,frontend-0:0.48538065494995203,emailservice2-0:0.45085986200329864,checkoutservice-1:0.44778379235829857,frontend-2:0.43685779030740163,frontend-1:0.4303045721260348,frontend2-0:0.3963209004155848,checkoutservice-0:0.3873249834210027,adservice-2:0.3705505009254202,emailservice-1:0.3660875215483204,paymentservice-1:0.3262216348719244,currencyservice-2:0.32022424756270035,cartservice-0:0.305609080968112,emailservice-2:0.29450811691614304,shippingservice2-0:0.2920214767206965,productcatalogservice-1:0.2890969543795765,cartservice2-0:0.28715543776596814,shippingservice-0:0.28586483182992334,paymentservice2-0:0.2793119578671442,currencyservice-1:0.2639029380109949,cartservice-1:0.26368046435850584,shippingservice-1:0.2623043685238701,shippingservice-2:0.26115910934013475,emailservice-0:0.260957980718827,adservice-0:0.24784733799580871,productcatalogservice-2:0.24477447669185234,adservice-1:0.23945622261328103,paymentservice-0:0.2334743063666402,adservice2-0:0.2260452044292267,currencyservice-0:0.21367405510126636,recommendationservice-0:0.19436352502921336,paymentservice-2:0.18947335248141764,productcatalogservice-0:0.1837600606169749,cartservice-2:0.1578027417323793,productcatalogservice2-0:0.14680160242507273,currencyservice2-0:0.13964891146109626,recommendationservice-2:0.12853860647032536,node-2:0.1154624848354804,node-3:0.10942841320786893,node-5:0.10634510506268963,node-1:0.09869727521813954,recommendationservice2-0:0.09444794599831596,node-6:0.08262452528073959,node-4:0.05030026619076514
1651900839,node,node-5,Node Memory Consumption,node-3:0.36205893470638667,node-5:0.24212562017489506,node-4:0.201713008419244,productcatalogservice2-0:0.18520464332647815,adservice-0:0.1634208206691947,shippingservice2-0:0.1610465096745557,frontend-2:0.15321599674557515,frontend-1:0.1422452510915805,checkoutservice-2:0.14215322889632614,shippingservice-0:0.13689271682216234,emailservice-0:0.12963091904555366,frontend-0:0.12766625888596908,recommendationservice-1:0.12095227090992333,adservice-2:0.12066390343276708,recommendationservice-2:0.11875681865243026,currencyservice2-0:0.11110311717715303,productcatalogservice-0:0.10712536804863589,productcatalogservice-2:0.10192471415599708,productcatalogservice-1:0.09216116307641335,checkoutservice2-0:0.09152726796394851,node-2:0.08779878258543411,node-6:0.07721186664044749,node-1:0.07411028222189754,currencyservice-0:0.06734879422622357,currencyservice-2:0.0672890916014985,recommendationservice2-0:0.06606442699140433,frontend2-0:0.06460505198958306,shippingservice-1:0.059485836523521046,cartservice-1:0.056733599643774085,currencyservice-1:0.055780023259667695,emailservice2-0:0.05184682483000224,cartservice-0:0.051421563463258164,checkoutservice-1:0.05060440152356413,recommendationservice-0:0.04889207405517788,emailservice-2:0.04881723476584086,paymentservice-1:0.04720853703687471,paymentservice-0:0.04716826246677047,paymentservice-2:0.04677275096497214,adservice2-0:0.04522874009995784,cartservice2-0:0.04325598210058196,shippingservice-2:0.042726214546165764,cartservice-2:0.03994163609463531,paymentservice2-0:0.03907094733474017,checkoutservice-0:0.03828551323876817,emailservice-1:0.03627704858028741,adservice-1:0.03442169863034766
1651904204,node,node-3,Node CPU Spiking,node-3:0.45005071886753645,checkoutservice-1:0.2853672226713133,checkoutservice-0:0.276788991615279,checkoutservice-2:0.27620684577629373,node-5:0.26849703931128205,checkoutservice2-0:0.2530840114392132,cartservice-2:0.24214679330888286,shippingservice-1:0.23864675181687411,currencyservice-2:0.23097639705418838,shippingservice-2:0.22816830001727784,frontend2-0:0.2162119249742016,adservice2-0:0.21277134432450626,node-4:0.2020389818572437,frontend-2:0.19696316302714825,emailservice2-0:0.1931731590619553,paymentservice-2:0.18881261144259212,adservice-2:0.18195213746972994,shippingservice-0:0.17960166366953634,node-2:0.17776800886352828,recommendationservice-2:0.17675791356160567,cartservice2-0:0.1763641076831793,adservice-0:0.17533603699540423,frontend-0:0.15992139668327587,cartservice-0:0.15860174011010136,adservice-1:0.15588918238000957,frontend-1:0.1484081997762994,emailservice-2:0.1474829606472697,paymentservice2-0:0.14661094270097175,emailservice-0:0.14420331966057512,node-1:0.13978115248313228,recommendationservice2-0:0.13882641702475576,currencyservice-1:0.1370068497996325,emailservice-1:0.1366064671946883,cartservice-1:0.13448631043481268,shippingservice2-0:0.1315428552703131,paymentservice-0:0.13025402192105745,productcatalogservice-1:0.1227914903412594,productcatalogservice-2:0.12204134259315869,paymentservice-1:0.11753782616215462,node-6:0.1169598724963769,recommendationservice-0:0.10237794974871355,currencyservice-0:0.10194618487237339,recommendationservice-1:0.09963628043475602,productcatalogservice2-0:0.09718487531575165,productcatalogservice-0:0.09300887665185169,currencyservice2-0:0.08581094852198634
1651904895,service,productcatalogservice,Kubernetes Container Process Termination,productcatalogservice-1:0.5204407541740496,productcatalogservice-0:0.507579208592018,productcatalogservice-2:0.5045658292672496,productcatalogservice2-0:0.47729311888322035,checkoutservice-1:0.4488878251173671,checkoutservice-0:0.41788417835495384,frontend2-0:0.4012085253910203,checkoutservice2-0:0.3577856126104751,adservice2-0:0.3239779073744996,cartservice-2:0.315708017618959,frontend-0:0.3149914830928107,cartservice2-0:0.31016428851591277,cartservice-0:0.3101242620881486,frontend-1:0.3088508797097404,checkoutservice-2:0.3053325338312273,adservice-2:0.2985022882606659,adservice-1:0.29596988731838014,shippingservice-2:0.28066861292096473,emailservice2-0:0.27271373018449835,shippingservice-0:0.2577664888367494,frontend-2:0.25708753552409536,shippingservice-1:0.2539235320421743,paymentservice2-0:0.2378998283282414,paymentservice-2:0.2071510568740855,shippingservice2-0:0.20371861826736926,emailservice-0:0.1976293086109786,paymentservice-1:0.19738853254444952,paymentservice-0:0.19194519709687088,adservice-0:0.1873618774813026,cartservice-1:0.17142136616478576,currencyservice-1:0.16135784938032224,emailservice-2:0.15347490661436772,emailservice-1:0.1356593030503682,currencyservice-2:0.12141311942979238,currencyservice-0:0.11564600005462365,recommendationservice-1:0.11011880869009938,recommendationservice-2:0.10540329666926608,recommendationservice2-0:0.10479246348793107,recommendationservice-0:0.10160461928213822,currencyservice2-0:0.09042535659922989,node-3:0.02409970327763135,node-2:0.02072517538557518,node-5:0.020436047996174104,node-6:0.006880921794592337,node-1:0.005137758341241393,node-4:0.004469720413875875
1651906320,service,recommendationservice,Kubernetes Container Read I/O Load,recommendationservice-2:0.7138026443847556,recommendationservice-0:0.704563168591615,recommendationservice2-0:0.6928423272648139,recommendationservice-1:0.6411003951119,productcatalogservice2-0:0.45780884025199076,frontend-1:0.45551545436357843,checkoutservice-0:0.43395869659821606,checkoutservice-2:0.4183563749143371,productcatalogservice-2:0.41152815948404536,cartservice-0:0.39306446041927046,cartservice-1:0.38860714733027135,adservice2-0:0.370851233331702,productcatalogservice-0:0.37006980718261145,frontend2-0:0.35926713841772,checkoutservice2-0:0.35266479049264926,shippingservice-1:0.3494051634531331,frontend-2:0.34586294930616124,cartservice-2:0.33973326503521645,checkoutservice-1:0.3236746035699572,emailservice-2:0.32105874636467147,adservice-2:0.31994506293230657,shippingservice-0:0.31986505162993206,productcatalogservice-1:0.3095297474471074,paymentservice-0:0.29384179518625014,cartservice2-0:0.2897477009122643,frontend-0:0.2787695001953433,node-5:0.27434699972366144,shippingservice-2:0.27004358376869414,emailservice2-0:0.2671484762346371,currencyservice-1:0.25878790651916533,shippingservice2-0:0.2583203549731129,currencyservice2-0:0.25403366562322943,adservice-0:0.2491671591967156,currencyservice-0:0.2369825045984209,paymentservice-1:0.2303009049525603,adservice-1:0.22990076855833408,emailservice-1:0.2098284065356955,currencyservice-2:0.19746017136065072,emailservice-0:0.18641116106135305,paymentservice-2:0.16232893720205382,paymentservice2-0:0.10885556507614447,node-4:0.10430382394866047,node-3:0.039679742867104364,node-2:0.033423576724004346,node-6:0.023634975279761633,node-1:0.016890893763937966
1651908253,service,adservice,Kubernetes Container Memory Load,adservice-1:0.7809129093241091,adservice-2:0.7754399318760297,adservice2-0:0.7703041631496093,adservice-0:0.7206604445476561,productcatalogservice-2:0.616060099108683,recommendationservice2-0:0.5221660992967845,productcatalogservice2-0:0.4856927644360096,cartservice-2:0.4376768893820462,productcatalogservice-0:0.4371557683631216,currencyservice-2:0.42407278367477597,checkoutservice-1:0.4240131530674574,checkoutservice2-0:0.419121295691012,emailservice-2:0.40363619997698796,cartservice-1:0.38093568341219824,frontend-2:0.3678310813566448,cartservice-0:0.35283118816669634,frontend2-0:0.3509094475549102,currencyservice-0:0.3415247894242996,currencyservice2-0:0.3317933196788118,checkoutservice-2:0.3304681704377331,productcatalogservice-1:0.32589741272553735,currencyservice-1:0.31683446919370417,recommendationservice-2:0.3147388912472227,paymentservice-1:0.31049331479752756,checkoutservice-0:0.297065545828779,paymentservice-0:0.2874320554114698,frontend-0:0.2796006473260639,shippingservice-1:0.273488827304603,shippingservice2-0:0.27142679585828566,shippingservice-0:0.23546287013487102,frontend-1:0.22916386530537947,recommendationservice-1:0.22280934812977238,recommendationservice-0:0.21341949425627585,paymentservice-2:0.21298724312842587,shippingservice-2:0.13857253003663791,paymentservice2-0:0.10584515922642397,emailservice-0:0.10090346489680459,emailservice2-0:0.0817635175820965,cartservice2-0:0.06146060404464738,emailservice-1:0.04663588542672673,node-1:0.022234778570593597,node-4:0.019788073386536608,node-6:0.012919698910563467,node-3:0.011937534164681062,node-2:0.008216593913758294,node-5:0.004878724778849494
1651909424,service,adservice,Kubernetes Container Read I/O Load,adservice-2:0.6351069556450746,adservice-0:0.5817792092128243,adservice-1:0.5488283333720633,adservice2-0:0.4958999260853854,checkoutservice-0:0.4637015915194013,paymentservice2-0:0.4313654997310879,shippingservice2-0:0.41706608515449123,cartservice-0:0.39250701676261074,shippingservice-0:0.3558822370047648,productcatalogservice2-0:0.33309691328271923,currencyservice2-0:0.332667429959289,emailservice2-0:0.33154508393806914,checkoutservice-2:0.3311485954009083,frontend-2:0.3123564756715746,paymentservice-0:0.3080455688310429,currencyservice-2:0.3057289804429701,cartservice2-0:0.2965042781207843,paymentservice-1:0.2951533926352276,checkoutservice2-0:0.29473934996061907,emailservice-2:0.2938214679823719,recommendationservice2-0:0.2860635987133967,cartservice-1:0.28466425520102534,currencyservice-0:0.27578971135237285,emailservice-1:0.27496255857427204,shippingservice-2:0.2723617460476984,productcatalogservice-1:0.2703126055950812,currencyservice-1:0.264329199895045,frontend-1:0.2589657425783669,productcatalogservice-2:0.258405800370634,recommendationservice-0:0.2539227100392032,emailservice-0:0.24815919506175665,checkoutservice-1:0.2465092879167198,frontend-0:0.24487645320451631,paymentservice-2:0.23824345799032196,cartservice-2:0.23793260728311796,recommendationservice-2:0.22062246093903423,frontend2-0:0.21668632612557903,recommendationservice-1:0.2129289780171564,node-5:0.2022911241094496,shippingservice-1:0.2012229253747719,productcatalogservice-0:0.17591906400363652,node-3:0.17396487804061075,node-1:0.06837797173343904,node-4:0.060882301576021404,node-2:0.05629617803785431,node-6:0.05455204047041337
